Device,DeviceGroup,StartDate,Duration,EndDate,Distance,StopDuration,Location,StopZoneType,IdleDuration,MaxSpeed
UOFU6124,Commuter services enforcement,"September 27, 2022",0:06,"Sep 27, 2022 3:45:54 PM",1,0:52,"Campus, Commuter services zone: 311 Fort Douglas Blvd, Salt Lake City, UT 84113, USA","Campus, Office Zone",0:00,29
UOFU6124,Commuter services enforcement,"September 27, 2022",0:10,"Sep 27, 2022 4:48:37 PM",2,0:15,"222 1300 E, Salt Lake City, UT 84102, USA",,0:00,35
UOFU6124,Commuter services enforcement,"September 27, 2022",0:12,"Sep 27, 2022 5:17:00 PM",2,0:14,"Campus, Commuter services zone: 311 Fort Douglas Blvd, Salt Lake City, UT 84113, USA","Campus, Office Zone",0:00,31
UOFU6124,Commuter services enforcement,"September 27, 2022",0:08,"Sep 27, 2022 5:39:58 PM",2,0:04,"Campus: 215 Central Campus Dr, Salt Lake City, UT 84112, USA",Campus,0:04,33
UOFU6124,Commuter services enforcement,"September 27, 2022",0:01,"Sep 27, 2022 5:45:42 PM",0,0:03,"Campus: 215 Central Campus Dr, Salt Lake City, UT 84112, USA",Campus,0:03,5
UOFU6124,Commuter services enforcement,"September 27, 2022",0:17,"Sep 27, 2022 6:06:33 PM",1,0:03,"Campus: U South Campus Station (WB), Salt Lake City, UT 84119, USA",Campus,0:03,31
UOFU6124,Commuter services enforcement,"September 27, 2022",0:01,"Sep 27, 2022 6:11:08 PM",0,0:05,"Campus: U South Campus Station (WB), Salt Lake City, UT 84119, USA",Campus,0:05,0
UOFU6124,Commuter services enforcement,"September 27, 2022",0:01,"Sep 27, 2022 6:17:43 PM",0,0:15,"Campus: U South Campus Station (WB), Salt Lake City, UT 84119, USA",Campus,0:15,0
UOFU6124,Commuter services enforcement,"September 27, 2022",0:18,"Sep 27, 2022 6:51:47 PM",0,0:11,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:11,21
UOFU6124,Commuter services enforcement,"September 27, 2022",0:03,"Sep 27, 2022 7:07:07 PM",0,0:05,"Campus, Facilities: 1830 1800 E, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:05,10
UOFU6124,Commuter services enforcement,"September 27, 2022",0:01,"Sep 27, 2022 7:13:50 PM",0,0:23,"Campus, Facilities: Physics, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:23,3
UOFU6124,Commuter services enforcement,"September 27, 2022",0:09,"Sep 27, 2022 7:47:28 PM",0,0:03,"Campus, Facilities: 1830 1800 E, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:03,5
UOFU6124,Commuter services enforcement,"September 27, 2022",0:05,"Sep 27, 2022 7:55:45 PM",1,0:22,"Campus, Commuter services zone: 311 Fort Douglas Blvd, Salt Lake City, UT 84113, USA","Campus, Office Zone",0:00,30
UOFU6124,Commuter services enforcement,"September 27, 2022",0:05,"Sep 27, 2022 8:23:58 PM",1,0:23,"Campus: 400 S 900 E, Salt Lake City, UT 84102, USA",Campus,0:02,32
UOFU6124,Commuter services enforcement,"September 27, 2022",0:05,"Sep 27, 2022 8:53:06 PM",1,0:04,"Campus: 200 1500 E, Salt Lake City, UT 84112, USA",Campus,0:04,25
UOFU6124,Commuter services enforcement,"September 27, 2022",0:00,"Sep 27, 2022 8:58:02 PM",0,0:04,"Campus: 100 1500 E, Salt Lake City, UT 84112, USA",Campus,0:04,6
UOFU6124,Commuter services enforcement,"September 27, 2022",0:00,"Sep 27, 2022 9:03:11 PM",0,0:04,"Campus: 100 1500 E, Salt Lake City, UT 84112, USA",Campus,0:04,8
UOFU6124,Commuter services enforcement,"September 27, 2022",0:00,"Sep 27, 2022 9:07:56 PM",0,0:10,"Campus: Unnamed Road, Salt Lake City, UT 84112, USA",Campus,0:10,7
UOFU6124,Commuter services enforcement,"September 27, 2022",0:05,"Sep 27, 2022 9:24:20 PM",1,0:05,"Campus: Unnamed Road, Salt Lake City, UT 84112, USA",Campus,0:05,24
UOFU6124,Commuter services enforcement,"September 27, 2022",0:04,"Sep 27, 2022 9:34:05 PM",1,0:03,"Campus: Q574+X5 Salt Lake City, UT, USA",Campus,0:03,34
UOFU6124,Commuter services enforcement,"September 27, 2022",0:07,"Sep 27, 2022 9:45:33 PM",2,0:07,"Campus: U Museum of Fine Arts (EB), Salt Lake City, UT 84148, USA",Campus,0:07,34
UOFU6124,Commuter services enforcement,"September 27, 2022",0:10,"Sep 27, 2022 10:03:12 PM",1,14:19,"Campus: 311 Fort Douglas Blvd, Salt Lake City, UT 84113, USA",Campus,0:04,31
UOFU6127,Radio pharmacy,"September 27, 2022",0:09,"Sep 27, 2022 6:08:03 AM",2,0:02,"Campus: 175 N Medical Dr, Salt Lake City, UT 84103, USA",Campus,0:00,32
UOFU6127,Radio pharmacy,"September 27, 2022",0:53,"Sep 27, 2022 7:04:05 AM",35,0:20,"4401 Harrison Blvd, Ogden, UT 84403, USA",,0:05,78
UOFU6127,Radio pharmacy,"September 27, 2022",0:11,"Sep 27, 2022 7:35:46 AM",3,0:04,"425 E 5350 S, Ogden, UT 84405, USA",,0:00,54
UOFU6127,Radio pharmacy,"September 27, 2022",1:11,"Sep 27, 2022 8:52:17 AM",36,0:02,"Campus: 175 N Medical Dr, Salt Lake City, UT 84103, USA",Campus,0:00,75
UOFU6127,Radio pharmacy,"September 27, 2022",0:14,"Sep 27, 2022 9:09:09 AM",2,1:01,"Campus: 729 Arapeen Dr, Salt Lake City, UT 84108, USA",Campus,0:01,37
UOFU6127,Radio pharmacy,"September 27, 2022",0:07,"Sep 27, 2022 10:18:33 AM",2,0:03,"Campus: Hospital Generating Plant, Salt Lake City, UT 84132, USA",Campus,0:00,31
UOFU6127,Radio pharmacy,"September 27, 2022",0:13,"Sep 27, 2022 10:35:32 AM",2,19:15,"Campus: 729 Arapeen Dr, Salt Lake City, UT 84108, USA",Campus,0:00,35
UOFU6152,Facilities engineering,"September 27, 2022",0:20,"Sep 27, 2022 7:53:46 AM",8,0:27,"1810 West Redwood Depot Lane #1, Salt Lake City, UT 84104, USA",,0:00,55
UOFU6152,Facilities engineering,"September 27, 2022",0:28,"Sep 27, 2022 8:50:01 AM",9,1:32,"Campus: 10 1900 E, Salt Lake City, UT 84132, USA",Campus,0:00,63
UOFU6152,Facilities engineering,"September 27, 2022",0:03,"Sep 27, 2022 10:26:59 AM",1,0:20,"Campus: 685 Madsen, 556 Mario Capecchi Dr, Salt Lake City, UT 84148, USA",Campus,0:09,41
UOFU6152,Facilities engineering,"September 27, 2022",0:08,"Sep 27, 2022 10:55:12 AM",1,0:13,"Campus: 675 Arapeen Dr, Salt Lake City, UT 84108, USA",Campus,0:00,35
UOFU6152,Facilities engineering,"September 27, 2022",0:03,"Sep 27, 2022 11:11:49 AM",1,0:09,"Campus: 375 Chipeta Way, Salt Lake City, UT 84108, USA",Campus,0:00,31
UOFU6152,Facilities engineering,"September 27, 2022",0:05,"Sep 27, 2022 11:26:05 AM",1,0:08,"Campus: Orthopaedic Center, Salt Lake City, UT 84108, USA",Campus,0:00,31
UOFU6152,Facilities engineering,"September 27, 2022",0:06,"Sep 27, 2022 11:41:14 AM",1,0:19,"Campus: 10 1900 E, Salt Lake City, UT 84132, USA",Campus,0:00,37
UOFU6152,Facilities engineering,"September 27, 2022",0:26,"Sep 27, 2022 12:26:57 PM",13,0:01,"1700 S 4650 W, Salt Lake City, UT 84104, USA",,0:00,79
UOFU6152,Facilities engineering,"September 27, 2022",0:00,"Sep 27, 2022 12:29:01 PM",0,0:21,"1700 S 4650 W, Salt Lake City, UT 84104, USA",,0:00,10
UOFU6152,Facilities engineering,"September 27, 2022",0:08,"Sep 27, 2022 12:58:44 PM",3,0:09,"3904 W 3500 S A, West Valley City, UT 84120, USA",,0:09,58
UOFU6152,Facilities engineering,"September 27, 2022",0:14,"Sep 27, 2022 1:22:49 PM",5,0:06,"840 2600 S, South Salt Lake, UT 84119, USA",,0:00,46
UOFU6152,Facilities engineering,"September 27, 2022",0:30,"Sep 27, 2022 2:00:01 PM",9,0:02,"Campus: 1314 Medical Plaza, Salt Lake City, UT 84112, USA",Campus,0:00,69
UOFU6152,Facilities engineering,"September 27, 2022",0:02,"Sep 27, 2022 2:04:53 PM",0,19:14,"Campus: 10 1900 E, Salt Lake City, UT 84132, USA",Campus,0:00,21
UOFU6153,Facilities engineering,"September 27, 2022",0:05,"Sep 27, 2022 7:14:24 AM",1,0:02,"Campus, Facilities: Motor Pool, 309 S 1778 E, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,34
UOFU6153,Facilities engineering,"September 27, 2022",0:06,"Sep 27, 2022 7:23:56 AM",1,25:51,"Campus: 10 1900 E, Salt Lake City, UT 84132, USA",Campus,0:07,37
UOFU6154,Facilities engineering,"September 27, 2022",0:04,"Sep 27, 2022 7:16:40 AM",0,0:16,"Campus: School of Medicine, 30 N 1900 E, Salt Lake City, UT 84132, USA",Campus,0:16,19
UOFU6154,Facilities engineering,"September 27, 2022",0:09,"Sep 27, 2022 7:43:14 AM",2,0:10,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,46
UOFU6154,Facilities engineering,"September 27, 2022",0:07,"Sep 27, 2022 8:00:44 AM",1,0:16,"Campus: School of Medicine, 30 N 1900 E, Salt Lake City, UT 84132, USA",Campus,0:00,37
UOFU6154,Facilities engineering,"September 27, 2022",0:06,"Sep 27, 2022 8:23:47 AM",1,0:23,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,31
UOFU6154,Facilities engineering,"September 27, 2022",0:16,"Sep 27, 2022 9:03:31 AM",3,0:49,"Campus: School of Medicine, 30 N 1900 E, Salt Lake City, UT 84132, USA",Campus,0:00,40
UOFU6154,Facilities engineering,"September 27, 2022",0:05,"Sep 27, 2022 9:57:52 AM",1,1:29,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,32
UOFU6154,Facilities engineering,"September 27, 2022",0:05,"Sep 27, 2022 11:32:41 AM",1,0:13,"Campus: School of Medicine, 30 N 1900 E, Salt Lake City, UT 84132, USA",Campus,0:00,38
UOFU6154,Facilities engineering,"September 27, 2022",0:22,"Sep 27, 2022 12:08:41 PM",12,0:12,"1729 2100 S, Salt Lake City, UT 84119, USA",,0:00,84
UOFU6154,Facilities engineering,"September 27, 2022",0:04,"Sep 27, 2022 12:25:54 PM",0,0:44,"1555 2100 S, Salt Lake City, UT 84119, USA",,0:09,37
UOFU6154,Facilities engineering,"September 27, 2022",0:12,"Sep 27, 2022 1:23:42 PM",10,0:05,"1375 Foothill Dr, Salt Lake City, UT 84108, USA",,0:00,73
UOFU6154,Facilities engineering,"September 27, 2022",0:05,"Sep 27, 2022 1:34:30 PM",2,17:20,"Campus: 10 1900 E, Salt Lake City, UT 84132, USA",Campus,0:00,46
UOFU6158,Orthopedic ctr,"September 27, 2022",0:03,"Sep 27, 2022 5:58:41 AM",1,0:19,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:19,39
UOFU6158,Orthopedic ctr,"September 27, 2022",0:04,"Sep 27, 2022 6:22:06 AM",1,0:08,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:08,33
UOFU6158,Orthopedic ctr,"September 27, 2022",0:08,"Sep 27, 2022 6:39:15 AM",2,0:07,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:07,37
UOFU6158,Orthopedic ctr,"September 27, 2022",0:09,"Sep 27, 2022 6:56:27 AM",2,0:12,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:12,37
UOFU6158,Orthopedic ctr,"September 27, 2022",0:17,"Sep 27, 2022 7:27:00 AM",3,0:05,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:05,38
UOFU6158,Orthopedic ctr,"September 27, 2022",0:15,"Sep 27, 2022 7:48:05 AM",2,0:04,"Campus: Orthopaedic Center, Salt Lake City, UT 84108, USA",Campus,0:04,38
UOFU6158,Orthopedic ctr,"September 27, 2022",1:06,"Sep 27, 2022 8:59:01 AM",12,0:03,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:03,45
UOFU6158,Orthopedic ctr,"September 27, 2022",0:06,"Sep 27, 2022 9:08:50 AM",1,0:11,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:11,37
UOFU6158,Orthopedic ctr,"September 27, 2022",0:05,"Sep 27, 2022 9:26:32 AM",1,0:03,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:03,39
UOFU6158,Orthopedic ctr,"September 27, 2022",0:05,"Sep 27, 2022 9:35:50 AM",1,0:04,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:04,41
UOFU6158,Orthopedic ctr,"September 27, 2022",0:06,"Sep 27, 2022 9:46:00 AM",1,0:05,"Campus: 390 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:05,40
UOFU6158,Orthopedic ctr,"September 27, 2022",0:02,"Sep 27, 2022 9:53:21 AM",1,0:41,"Campus: Orthopaedic Center, 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,38
UOFU6158,Orthopedic ctr,"September 27, 2022",0:09,"Sep 27, 2022 10:44:06 AM",2,2:28,"Campus: Orthopaedic Center, 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,33
UOFU6158,Orthopedic ctr,"September 27, 2022",0:08,"Sep 27, 2022 1:21:16 PM",1,0:32,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:32,38
UOFU6158,Orthopedic ctr,"September 27, 2022",0:09,"Sep 27, 2022 2:02:47 PM",1,0:03,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:03,37
UOFU6158,Orthopedic ctr,"September 27, 2022",0:00,"Sep 27, 2022 2:06:31 PM",0,0:11,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:11,2
UOFU6158,Orthopedic ctr,"September 27, 2022",0:05,"Sep 27, 2022 2:23:41 PM",1,0:42,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:42,39
UOFU6158,Orthopedic ctr,"September 27, 2022",1:15,"Sep 27, 2022 4:21:41 PM",13,0:08,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,40
UOFU6158,Orthopedic ctr,"September 27, 2022",0:25,"Sep 27, 2022 4:55:49 PM",5,0:00,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,41
UOFU6158,Orthopedic ctr,"September 27, 2022",0:01,"Sep 27, 2022 4:57:37 PM",0,0:08,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:03,3
UOFU6158,Orthopedic ctr,"September 27, 2022",0:13,"Sep 27, 2022 5:18:51 PM",2,0:04,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:01,41
UOFU6158,Orthopedic ctr,"September 27, 2022",0:22,"Sep 27, 2022 5:46:28 PM",4,0:07,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,40
UOFU6158,Orthopedic ctr,"September 27, 2022",0:04,"Sep 27, 2022 5:58:25 PM",1,0:13,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:01,40
UOFU6158,Orthopedic ctr,"September 27, 2022",0:04,"Sep 27, 2022 6:16:22 PM",1,0:06,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,40
UOFU6158,Orthopedic ctr,"September 27, 2022",0:13,"Sep 27, 2022 6:36:01 PM",3,0:07,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,39
UOFU6158,Orthopedic ctr,"September 27, 2022",0:04,"Sep 27, 2022 6:48:30 PM",1,0:22,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:01,38
UOFU6158,Orthopedic ctr,"September 27, 2022",0:06,"Sep 27, 2022 7:16:40 PM",1,11:05,"Campus: 590 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,37
UOFU6171,Carpenter shop,"September 27, 2022",0:07,"Sep 27, 2022 6:43:09 AM",1,0:02,"Campus: 295 S Wasatch Dr, Salt Lake City, UT 84113, USA",Campus,0:00,30
UOFU6171,Carpenter shop,"September 27, 2022",0:01,"Sep 27, 2022 6:47:49 AM",0,0:03,"Campus: 1975 De Trobriand St, Salt Lake City, UT 84113, USA",Campus,0:00,18
UOFU6171,Carpenter shop,"September 27, 2022",0:04,"Sep 27, 2022 6:56:27 AM",0,1:27,"Campus: 1975 De Trobriand St, Salt Lake City, UT 84113, USA",Campus,0:00,5
UOFU6171,Carpenter shop,"September 27, 2022",0:04,"Sep 27, 2022 8:28:03 AM",1,0:24,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,30
UOFU6171,Carpenter shop,"September 27, 2022",0:03,"Sep 27, 2022 8:56:44 AM",1,0:27,"Campus: 1975 De Trobriand St, Salt Lake City, UT 84113, USA",Campus,0:00,25
UOFU6171,Carpenter shop,"September 27, 2022",0:04,"Sep 27, 2022 9:28:30 AM",1,0:28,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,29
UOFU6171,Carpenter shop,"September 27, 2022",0:01,"Sep 27, 2022 9:58:29 AM",0,0:05,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,15
UOFU6171,Carpenter shop,"September 27, 2022",0:23,"Sep 27, 2022 10:27:17 AM",13,0:10,"J4CW+XR Cottonwood Heights, UT, USA",,0:00,70
UOFU6171,Carpenter shop,"September 27, 2022",0:00,"Sep 27, 2022 10:38:46 AM",0,0:03,"1340 E Park Centre Dr, Cottonwood Heights, UT 84121, USA",,0:00,12
UOFU6171,Carpenter shop,"September 27, 2022",0:01,"Sep 27, 2022 10:43:42 AM",0,0:07,"6927 Park Centre Dr, Cottonwood Heights, UT 84121, USA",,0:00,24
UOFU6171,Carpenter shop,"September 27, 2022",0:22,"Sep 27, 2022 11:14:00 AM",14,0:09,"942a E 500 S, Salt Lake City, UT 84102, USA",,0:00,75
UOFU6171,Carpenter shop,"September 27, 2022",0:08,"Sep 27, 2022 11:32:07 AM",2,0:32,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,37
UOFU6171,Carpenter shop,"September 27, 2022",0:03,"Sep 27, 2022 12:08:13 PM",1,0:47,"Campus: 1975 De Trobriand St, Salt Lake City, UT 84113, USA",Campus,0:00,33
UOFU6171,Carpenter shop,"September 27, 2022",0:03,"Sep 27, 2022 12:59:20 PM",1,0:26,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,30
UOFU6171,Carpenter shop,"September 27, 2022",0:04,"Sep 27, 2022 1:30:42 PM",1,0:08,"Campus: 1975 De Trobriand St, Salt Lake City, UT 84113, USA",Campus,0:00,30
UOFU6171,Carpenter shop,"September 27, 2022",0:05,"Sep 27, 2022 1:44:49 PM",1,16:14,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,30
UOFU6172,Carpenter shop,"September 27, 2022",0:07,"Sep 27, 2022 6:09:29 AM",1,0:21,"Campus: 1836 Student Life Way, Salt Lake City, UT 84112, USA",Campus,0:00,34
UOFU6172,Carpenter shop,"September 27, 2022",0:05,"Sep 27, 2022 6:35:54 AM",1,0:42,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,30
UOFU6172,Carpenter shop,"September 27, 2022",0:05,"Sep 27, 2022 7:23:23 AM",1,0:04,"Campus: 1658 E 500 S, Salt Lake City, UT 84108, USA",Campus,0:00,30
UOFU6172,Carpenter shop,"September 27, 2022",0:05,"Sep 27, 2022 7:33:26 AM",1,2:05,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,29
UOFU6172,Carpenter shop,"September 27, 2022",0:05,"Sep 27, 2022 9:43:58 AM",1,1:46,"Campus: 26 2000 E, Salt Lake City, UT 84113, USA",Campus,0:00,32
UOFU6172,Carpenter shop,"September 27, 2022",0:07,"Sep 27, 2022 11:38:18 AM",1,0:10,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,37
UOFU6172,Carpenter shop,"September 27, 2022",0:03,"Sep 27, 2022 11:51:51 AM",1,0:16,"Campus: 30 2000 E, Salt Lake City, UT 84112, USA",Campus,0:00,37
UOFU6172,Carpenter shop,"September 27, 2022",0:04,"Sep 27, 2022 12:12:40 PM",1,0:28,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,33
UOFU6172,Carpenter shop,"September 27, 2022",0:05,"Sep 27, 2022 12:47:19 PM",1,0:32,"Campus: 301 Wakara Way, Salt Lake City, UT 84108, USA",Campus,0:00,31
UOFU6172,Carpenter shop,"September 27, 2022",0:04,"Sep 27, 2022 1:24:20 PM",1,16:43,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,32
UOFU6176,Construction,"September 27, 2022",0:05,"Sep 27, 2022 11:18:52 AM",2,0:28,"Campus: Orthopaedic Center, Salt Lake City, UT 84108, USA",Campus,0:00,39
UOFU6176,Construction,"September 27, 2022",0:04,"Sep 27, 2022 11:52:00 AM",1,23:02,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,34
UOFU6177,Venues,"September 27, 2022",0:02,"Sep 27, 2022 7:03:00 AM",1,0:25,"Campus: 1731 E Campus Center Dr, Salt Lake City, UT 84112, USA",Campus,0:00,25
UOFU6177,Venues,"September 27, 2022",0:03,"Sep 27, 2022 7:31:30 AM",1,0:10,"Campus: 200 1500 E, Salt Lake City, UT 84112, USA",Campus,0:00,32
UOFU6177,Venues,"September 27, 2022",0:10,"Sep 27, 2022 7:52:30 AM",3,2:23,"Campus: Huntsman Center, 1825 S Campus Dr, Salt Lake City, UT 84112, USA",Campus,0:00,38
UOFU6177,Venues,"September 27, 2022",0:04,"Sep 27, 2022 10:20:13 AM",1,0:28,"Campus: 434 Mario Capecchi Dr, Salt Lake City, UT 84112, USA",Campus,0:00,21
UOFU6177,Venues,"September 27, 2022",0:02,"Sep 27, 2022 10:51:14 AM",0,20:05,"Campus, Facilities: V.Randall Turpin Univ Serv Bldg, 1795 S Campus Dr, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,27
UOFU6224,Air Med,"September 27, 2022",0:13,"Sep 27, 2022 9:23:37 AM",12,0:05,"3036 College Dr, Rock Springs, WY 82901, USA",,0:00,73
UOFU6224,Air Med,"September 27, 2022",0:03,"Sep 27, 2022 9:31:57 AM",1,0:36,"1180 College Dr, Rock Springs, WY 82901, USA",,0:00,42
UOFU6224,Air Med,"September 27, 2022",0:16,"Sep 27, 2022 10:25:10 AM",13,7:48,"468 WY-370, Rock Springs, WY 82901, USA",,0:00,72
UOFU6224,Air Med,"September 27, 2022",0:16,"Sep 27, 2022 6:30:09 PM",13,0:29,"1180 College Dr, Rock Springs, WY 82901, USA",,0:00,87
UOFU6224,Air Med,"September 27, 2022",0:16,"Sep 27, 2022 7:15:32 PM",13,12:18,"468 WY-370, Rock Springs, WY 82901, USA",,0:00,75
UOFU6228,Huntsman at Home,"September 27, 2022",0:17,"Sep 27, 2022 9:33:22 AM",10,0:30,"3143 Jason Pl, West Valley City, UT 84119, USA",,0:03,78
UOFU6228,Huntsman at Home,"September 27, 2022",0:07,"Sep 27, 2022 10:10:52 AM",3,0:53,"5315 W 3100 S, West Valley City, UT 84120, USA",,0:00,41
UOFU6228,Huntsman at Home,"September 27, 2022",0:07,"Sep 27, 2022 11:11:12 AM",3,0:31,"7200 W 3825 S, Magna, UT 84044, USA",,0:31,47
UOFU6228,Huntsman at Home,"September 27, 2022",0:01,"Sep 27, 2022 11:43:54 AM",0,0:40,"3927 S 7200 W, Magna, UT 84044, USA",,0:03,33
UOFU6228,Huntsman at Home,"September 27, 2022",0:20,"Sep 27, 2022 12:44:42 PM",17,0:08,"6785 S State St, Murray, UT 84107, USA",,0:02,79
UOFU6228,Huntsman at Home,"September 27, 2022",0:04,"Sep 27, 2022 12:57:45 PM",1,20:52,"6056 S Fashionsquare Dr, Murray, UT 84107, USA",,0:40,38
UOFU6233,DISTRO INVENTORY,"September 27, 2022",0:07,"Sep 27, 2022 9:10:46 AM",1,0:05,"Campus, Facilities: Motor Pool, 309 S 1778 E, Salt Lake City, UT 84112, USA","Campus, Office Zone",0:00,38
UOFU6233,DISTRO INVENTORY,"September 27, 2022",0:09,"Sep 27, 2022 9:25:29 AM",2,0:45,"Campus: 729 Arapeen Dr, Salt Lake City, UT 84108, USA",Campus,0:00,33
UOFU6233,DISTRO INVENTORY,"September 27, 2022",0:22,"Sep 27, 2022 10:33:42 AM",7,0:45,"Redwood Warehouse: 1830 Redwood Depot Ln, Salt Lake City, UT 84104, USA",Customer Zone,0:00,38
UOFU6233,DISTRO INVENTORY,"September 27, 2022",0:01,"Sep 27, 2022 11:20:43 AM",0,0:17,"Redwood Warehouse: 1830 Redwood Depot Ln, Salt Lake City, UT 84104, USA",Customer Zone,0:00,2
UOFU6233,DISTRO INVENTORY,"September 27, 2022",0:08,"Sep 27, 2022 11:47:17 AM",1,0:32,"1635 Prospect St, Salt Lake City, UT 84104, USA",,0:00,39
UOFU6233,DISTRO INVENTORY,"September 27, 2022",0:04,"Sep 27, 2022 12:24:41 PM",1,1:40,"Redwood Warehouse: 1830 Redwood Depot Ln, Salt Lake City, UT 84104, USA",Customer Zone,0:00,42
UOFU6233,DISTRO INVENTORY,"September 27, 2022",0:24,"Sep 27, 2022 2:28:58 PM",9,17:22,"Campus: 46 Mario Capecchi Dr, Salt Lake City, UT 84132, USA",Campus,0:02,65
UOFU6252,Commuter Services Maintenance,"September 27, 2022",0:05,"Sep 27, 2022 7:23:25 AM",1,0:04,"food zone: 209 1300 E, Salt Lake City, UT 84102, USA",Customer Zone,0:00,32
UOFU6252,Commuter Services Maintenance,"September 27, 2022",0:10,"Sep 27, 2022 7:38:25 AM",3,0:03,"Campus: Radiobiology Lab, Salt Lake City, UT 84132, USA",Campus,0:03,37
UOFU6252,Commuter Services Maintenance,"September 27, 2022",0:18,"Sep 27, 2022 8:00:54 AM",4,0:25,"Campus: Building 215, Salt Lake City, UT 84102, USA",Campus,0:00,39
UOFU6252,Commuter Services Maintenance,"September 27, 2022",0:07,"Sep 27, 2022 8:34:14 AM",1,0:25,"Campus: 394, Salt Lake City, UT 84108, USA",Campus,0:25,34
UOFU6252,Commuter Services Maintenance,"September 27, 2022",0:11,"Sep 27, 2022 9:11:14 AM",1,2:10,"Campus: Building 215, Salt Lake City, UT 84102, USA",Campus,0:00,33
